year,month,day,hour,UMAP1,UMAP2
2013,3,1,0,-0.5640214085578918,5.84046745300293
2013,3,1,1,-0.5973728299140929,5.836038112640381
2013,3,1,2,-0.6099967360496521,5.821787357330321
2013,3,1,3,-0.5874961018562317,5.822082996368408
2013,3,1,4,-0.5581042766571045,5.830696582794189
2013,3,1,5,-0.5304731726646423,5.760560989379883
2013,3,1,6,-0.443374216556549,5.770775318145752
2013,3,1,7,-0.3863408863544464,5.831624507904053
2013,3,1,8,-0.4470599889755249,5.800863742828369
2013,3,1,9,-0.484289824962616,5.786373138427734
2013,3,1,10,-0.4352404177188873,5.845797061920166
2013,3,1,11,-0.35668304562568665,5.901360988616943
2013,3,1,12,-0.39572447538375854,5.927185535430908
2013,3,1,13,-0.3096721172332764,6.0650739669799805
2013,3,1,14,-0.34967535734176636,6.207538604736328
2013,3,1,15,-0.428470104932785,6.35467529296875
2013,3,1,16,-0.45391115546226496,6.4307284355163565
2013,3,1,17,-0.4946927726268768,6.8459978103637695
2013,3,1,18,-0.6359024047851562,7.08027458190918
2013,3,1,19,-0.6491783857345581,7.440980911254883
2013,3,1,20,-0.6987516283988953,7.636223793029785
2013,3,1,21,-0.670102596282959,7.784085273742675
2013,3,1,22,-0.734865128993988,8.019822120666504
2013,3,1,23,-0.7870625257492065,8.31172180175781
2013,3,2,0,-0.8393180370330809,8.539841651916504
2013,3,2,1,-0.878028631210327,8.803991317749022
2013,3,2,2,-0.913979172706604,9.004435539245605
2013,3,2,3,-0.922476053237915,9.33772563934326
2013,3,2,4,-0.9186149835586547,9.541103363037108
2013,3,2,5,-0.8911154270172118,9.67503547668457
2013,3,2,6,-0.8528788089752197,9.862360000610352
2013,3,2,7,-0.8261640071868896,9.971981048583984
2013,3,2,8,-0.7722386717796325,10.20461368560791
2013,3,2,9,-0.679429292678833,10.355297088623047
2013,3,2,10,-0.6482864618301392,10.499423027038574
2013,3,2,11,-0.6713193655014038,10.56452465057373
2013,3,2,12,-0.5955060720443726,10.652702331542969
2013,3,2,13,-0.6214797496795654,10.658862113952637
2013,3,2,14,-0.5688489675521851,10.744901657104492
2013,3,2,15,-0.4286700487136841,10.820716857910156
2013,3,2,16,0.24174304306507113,11.248659133911133
2013,3,2,17,0.4926591217517853,11.24611473083496
2013,3,2,18,0.5391274094581604,11.230300903320312
2013,3,2,19,0.6904679536819458,10.98043155670166
2013,3,2,20,0.8224187493324279,10.801984786987305
2013,3,2,21,0.8667908906936644,10.757742881774902
2013,3,2,22,1.0061964988708496,10.699805259704588
2013,3,2,23,1.0286296606063843,10.597715377807615
2013,3,3,0,1.0339157581329343,10.583602905273436
2013,3,3,1,1.0253840684890747,10.577247619628906
2013,3,3,2,1.0063481330871582,10.516577720642088
2013,3,3,3,1.104773998260498,10.490663528442383
2013,3,3,4,1.2548452615737915,10.354440689086914
2013,3,3,5,1.3726249933242796,10.303675651550291
2013,3,3,6,1.4982455968856812,10.211459159851074
2013,3,3,7,1.626275658607483,10.007858276367188
2013,3,3,8,1.7136982679367063,9.827486991882322
2013,3,3,9,1.7571069002151487,9.646747589111328
2013,3,3,10,1.8511409759521484,9.451664924621582
2013,3,3,11,1.8993718624114992,9.23469352722168
2013,3,3,12,1.9759809970855713,8.996090888977049
2013,3,3,13,2.0617847442626958,8.725982666015625
2013,3,3,14,2.0846166610717773,8.431077003479006
2013,3,3,15,2.1402134895324707,8.32895278930664
2013,3,3,16,2.171853542327881,8.255671501159668
2013,3,3,17,2.2599668502807617,8.07094669342041
2013,3,3,18,2.301206111907959,7.991756916046143
2013,3,3,19,2.2887396812438965,7.730962276458739
2013,3,3,20,2.228670597076416,7.592737674713135
2013,3,3,21,2.2310848236083984,7.451339244842529
2013,3,3,22,2.128553628921509,7.25628662109375
2013,3,3,23,2.059443950653076,7.182537078857422
2013,3,4,0,1.8319575786590576,7.197504997253418
2013,3,4,1,1.1461679935455322,7.3322553634643555
2013,3,4,2,0.7805213928222656,7.586363792419434
2013,3,4,3,-1.44171142578125,8.879403114318846
2013,3,4,4,-1.5808662176132202,9.03384017944336
