year,month,day,hour,UMAP1,UMAP2
2013,3,1,0,8.945469856262207,-2.732473850250244
2013,3,1,1,8.97597026824951,-2.7378506660461426
2013,3,1,2,8.930144309997559,-2.7616364955902095
2013,3,1,3,8.86223030090332,-2.743466377258301
2013,3,1,4,8.994561195373535,-2.6951100826263428
2013,3,1,5,8.926900863647461,-2.673837900161743
2013,3,1,6,8.94688892364502,-2.6086654663085938
2013,3,1,7,8.900707244873047,-2.628293752670288
2013,3,1,8,8.926446914672852,-2.5900204181671143
2013,3,1,9,8.926090240478516,-2.586162567138672
2013,3,1,10,9.012541770935057,-2.565149545669556
2013,3,1,11,9.022584915161133,-2.550668716430664
2013,3,1,12,9.02863597869873,-2.506580352783203
2013,3,1,13,9.093018531799315,-2.4163031578063965
2013,3,1,14,9.047011375427246,-2.2888584136962886
2013,3,1,15,9.184064865112305,-2.217132091522217
2013,3,1,16,9.279826164245604,-2.0537302494049072
2013,3,1,17,9.405657768249512,-1.9625042676925657
2013,3,1,18,9.490800857543944,-1.887540936470032
2013,3,1,19,9.602171897888184,-1.7533953189849851
2013,3,1,20,9.718252182006836,-1.6312799453735352
2013,3,1,21,9.872254371643066,-1.4788740873336792
2013,3,1,22,9.95037364959717,-1.3491914272308347
2013,3,1,23,10.115691184997559,-1.2564806938171387
2013,3,2,0,10.2264986038208,-1.193464756011963
2013,3,2,1,10.282538414001465,-1.1053202152252195
2013,3,2,2,10.444301605224608,-1.0785939693450928
2013,3,2,3,10.765373229980469,-0.9612939953804016
2013,3,2,4,11.103033065795898,-0.6795506477355957
2013,3,2,5,11.525772094726562,-0.30743652582168574
2013,3,2,6,11.749392509460447,-0.06916950643062592
2013,3,2,7,11.766536712646484,-0.0404721349477768
2013,3,2,8,11.912007331848145,0.0961277037858963
2013,3,2,9,11.941075325012209,0.1484234482049942
2013,3,2,10,12.037952423095703,0.17826515436172485
2013,3,2,11,12.06480598449707,0.2931291460990906
2013,3,2,12,12.122407913208008,0.3894942998886108
2013,3,2,13,12.137454032897947,0.5730599761009216
2013,3,2,14,12.04373550415039,0.6958456635475159
2013,3,2,15,12.019665718078612,0.7572730183601379
2013,3,2,16,11.979474067687988,0.9780994653701782
2013,3,2,17,11.692916870117188,1.1032651662826538
2013,3,2,18,11.602818489074709,1.053002119064331
2013,3,2,19,11.503747940063477,1.2076959609985352
2013,3,2,20,11.658210754394531,1.2715415954589844
2013,3,2,21,11.680455207824709,1.2520966529846191
2013,3,2,22,11.7036714553833,1.3063102960586548
2013,3,2,23,11.646190643310547,1.3557665348052979
2013,3,3,0,11.661543846130373,1.4123824834823608
2013,3,3,1,11.613560676574709,1.5493717193603516
2013,3,3,2,11.492228507995604,1.6764187812805176
2013,3,3,3,11.230596542358398,1.7530629634857176
2013,3,3,4,10.713137626647947,1.7348613739013672
2013,3,3,5,10.384487152099608,1.6569186449050903
2013,3,3,6,10.190131187438965,1.5201209783554075
2013,3,3,7,10.104928970336914,1.5196311473846436
2013,3,3,8,9.816312789916992,1.365680694580078
2013,3,3,9,9.481945991516112,0.8774213194847107
2013,3,3,10,9.421259880065918,0.8128936886787415
2013,3,3,11,9.34248638153076,0.8291212916374207
2013,3,3,12,9.231627464294432,0.7688196897506714
2013,3,3,13,9.052520751953123,0.5176655650138855
2013,3,3,14,9.02083110809326,0.4943074882030487
2013,3,3,15,8.9759521484375,0.4092540442943573
