year,month,day,hour,UMAP1,UMAP2
2013,3,1,0,-0.9466373920440672,6.624900817871094
2013,3,1,1,-0.910720646381378,6.637251377105713
2013,3,1,2,-0.8416703939437865,6.736411094665527
2013,3,1,3,-0.8102868795394897,6.78503942489624
2013,3,1,4,-0.8143236041069031,6.880110740661621
2013,3,1,5,-0.7669254541397095,6.881413459777832
2013,3,1,6,-0.8040822148323059,6.931748390197754
2013,3,1,7,-0.7588399052619934,7.005411148071289
2013,3,1,8,-0.764702022075653,7.062018871307373
2013,3,1,9,-0.811865508556366,7.236691951751711
2013,3,1,10,-0.7840917110443115,7.238485813140869
2013,3,1,11,-0.8503196835517883,7.403543472290038
2013,3,1,12,-0.8006712794303894,7.392706871032714
2013,3,1,13,-0.8170800209045409,7.439613342285155
2013,3,1,14,-0.793536901473999,7.567880153656007
2013,3,1,15,-0.7865440249443054,7.631914138793945
2013,3,1,16,-0.8420560359954835,7.757391452789306
2013,3,1,17,-0.8537626266479491,7.980105400085449
2013,3,1,18,-0.8703728914260864,8.106349945068358
2013,3,1,19,-0.8769326210021972,8.196767807006836
2013,3,1,20,-0.9358767867088317,8.457669258117676
2013,3,1,21,-1.0206434726715088,8.67904281616211
2013,3,1,22,-1.1046746969223022,8.78104496002197
2013,3,1,23,-1.1008390188217163,8.857693672180174
2013,3,2,0,-1.1780929565429688,8.958341598510742
2013,3,2,1,-1.278558611869812,9.08364200592041
2013,3,2,2,-1.2923839092254639,9.129928588867188
2013,3,2,3,-1.41098952293396,9.286024093627928
2013,3,2,4,-1.5308547019958496,9.456127166748049
2013,3,2,5,-1.5462771654129028,9.485349655151367
2013,3,2,6,-1.61327064037323,9.484819412231444
2013,3,2,7,-1.6706236600875854,9.560260772705078
2013,3,2,8,-1.6613745689392088,9.611884117126465
2013,3,2,9,-1.6638423204421997,9.684351921081545
2013,3,2,10,-1.7616671323776243,9.739413261413574
2013,3,2,11,-1.7990933656692505,9.798608779907225
2013,3,2,12,-1.838324189186096,9.923909187316895
2013,3,2,13,-1.8417229652404783,9.96848487854004
2013,3,2,14,-1.7844802141189575,10.096184730529783
2013,3,2,15,-1.7081477642059326,10.231292724609377
2013,3,2,16,-1.6103826761245728,10.307546615600584
2013,3,2,17,-1.493212342262268,10.396916389465332
2013,3,2,18,-1.3853620290756223,10.460956573486328
2013,3,2,19,-1.285017967224121,10.529740333557127
2013,3,2,20,-1.1161862611770628,10.438498497009276
2013,3,2,21,-0.8629398345947266,10.315918922424316
2013,3,2,22,-0.6675102710723877,10.2599515914917
2013,3,2,23,-0.5429165959358215,10.177023887634276
2013,3,3,0,-0.41955906152725214,10.098414421081541
2013,3,3,1,-0.30080336332321167,9.927491188049315
2013,3,3,2,-0.19198980927467343,9.718663215637209
2013,3,3,3,-0.12697434425354004,9.437755584716797
2013,3,3,4,-0.0962102711200714,9.266507148742676
2013,3,3,5,-0.08372215181589127,9.114762306213379
2013,3,3,6,-0.01754588447511196,8.948035240173342
2013,3,3,7,0.04085231572389603,8.823300361633299
2013,3,3,8,-0.035488061606884,8.674211502075195
2013,3,3,9,0.03566595166921616,8.484265327453613
2013,3,3,10,0.017465321347117424,8.209742546081545
2013,3,3,11,0.04811723157763481,7.940305709838867
2013,3,3,12,0.0971086248755455,7.744698524475098
2013,3,3,13,0.0694669559597969,7.5074191093444815
2013,3,3,14,-0.056697528809309006,7.429537296295166
2013,3,3,15,-0.15895792841911316,7.367824077606201
2013,3,3,16,-0.22153125703334808,7.351303577423095
2013,3,3,17,-0.21059416234493253,7.296409606933594
2013,3,3,18,-0.3137991726398468,7.221656322479248
2013,3,3,19,-0.35671576857566833,7.204123020172119
2013,3,3,20,-0.5716254711151123,7.099451541900635
2013,3,3,21,-0.9690672755241394,6.983713150024414
2013,3,3,22,-1.0813959836959839,6.970574855804443
2013,3,3,23,-1.278351068496704,6.957670211791992
2013,3,4,0,-1.4558017253875732,6.931161880493164
2013,3,4,1,-1.5906943082809448,7.00711965560913
2013,3,4,2,-1.7011505365371704,7.171915054321289
2013,3,4,3,-1.714486002922058,7.330561161041259
2013,3,4,4,-1.7202588319778442,7.474161624908446
2013,3,4,5,-1.764183521270752,7.76089859008789
2013,3,4,6,-4.269173622131348,10.366612434387209
2013,3,4,7,-4.378303527832031,10.468672752380373
2013,3,4,8,-4.391631126403809,10.516969680786133
2013,3,4,9,-4.407487869262695,10.561075210571287
2013,3,4,10,-4.413429737091064,10.617504119873047
2013,3,4,11,-4.414056301116943,10.665567398071287
2013,3,4,12,-4.398613452911377,10.770334243774414
2013,3,4,13,-4.370662689208984,10.882503509521484
2013,3,4,14,-4.339308738708496,10.965118408203123
2013,3,4,15,-4.323322296142577,11.00658130645752
2013,3,4,16,-4.304387569427489,11.048747062683104
2013,3,4,17,-4.242711067199707,11.156749725341797
2013,3,4,18,-4.210606098175049,11.205646514892578
2013,3,4,19,-4.165497779846192,11.262492179870604
2013,3,4,20,-4.13365602493286,11.300740242004395
2013,3,4,21,-4.102391719818115,11.343688011169432
2013,3,4,22,-4.0742831230163565,11.363065719604492
2013,3,4,23,-4.058514595031737,11.372294425964355
2013,3,5,0,-4.017739295959473,11.397369384765623
2013,3,5,1,-3.9885482788085938,11.417314529418944
2013,3,5,2,-3.9513556957244873,11.437960624694824
2013,3,5,3,-3.8571743965148926,11.477709770202637
2013,3,5,4,-3.830009937286377,11.496926307678223
2013,3,5,5,-3.784410238265991,11.520379066467283
2013,3,5,6,-3.782498359680176,11.527668952941895
2013,3,5,7,-3.693207502365112,11.57756233215332
2013,3,5,8,-3.6061065196990967,11.62530517578125
2013,3,5,9,-3.543306827545166,11.63873291015625
2013,3,5,10,-3.545216560363769,11.64170742034912
2013,3,5,11,-3.539363145828247,11.662662506103516
2013,3,5,12,-3.598916292190552,11.644425392150877
2013,3,5,13,-3.615379571914673,11.636322975158691
2013,3,5,14,-3.62490439414978,11.649487495422363
2013,3,5,15,-3.564135789871216,11.686288833618164
2013,3,5,16,-3.531280755996704,11.705617904663084
2013,3,5,17,-3.42118763923645,11.782941818237305
2013,3,5,18,-3.328324317932129,11.823387145996092
2013,3,5,19,-3.327084541320801,11.827903747558592
2013,3,5,20,-3.2905774116516118,11.850099563598633
2013,3,5,21,-3.2791171073913574,11.860893249511719
2013,3,5,22,-3.271992921829224,11.888108253479004
2013,3,5,23,-3.2297940254211426,11.927197456359863
2013,3,6,0,-3.206709384918213,11.930099487304688
2013,3,6,1,-3.149157285690308,11.948895454406738
2013,3,6,2,-3.0906352996826167,11.96616554260254
2013,3,6,3,-3.0135672092437744,11.982132911682127
2013,3,6,4,-2.9135591983795166,11.997886657714844
2013,3,6,5,-2.872544765472412,12.005204200744627
2013,3,6,6,-2.741370439529419,12.041616439819336
2013,3,6,7,-2.673046827316284,12.051716804504395
2013,3,6,8,-2.6439478397369385,12.06217575073242
2013,3,6,9,-2.5942037105560303,12.064251899719238
2013,3,6,10,-2.5802509784698486,12.042920112609863
2013,3,6,11,-2.5424070358276367,12.07283592224121
2013,3,6,12,-2.5339643955230713,12.061027526855469
2013,3,6,13,-2.3543829917907715,12.050612449645996
2013,3,6,14,-2.2540323734283447,12.020902633666992
2013,3,6,15,-2.2054781913757324,12.010311126708984
2013,3,6,16,-2.253638505935669,11.977466583251951
2013,3,6,17,-2.343154430389404,11.928655624389648
2013,3,6,18,-2.3706111907958984,11.86641216278076
2013,3,6,19,-2.3647148609161377,11.844229698181152
2013,3,6,20,-2.482299566268921,11.94704532623291
2013,3,6,21,-2.7657656669616695,11.909003257751465
2013,3,6,22,-2.9167957305908203,11.840568542480469
2013,3,6,23,-2.9919192790985107,11.829114913940428
2013,3,7,0,-3.0463161468505855,11.8464994430542
2013,3,7,1,-3.0308208465576167,11.83601188659668
2013,3,7,2,-2.990166187286377,11.85872745513916
2013,3,7,3,-2.988554716110229,11.8826904296875
2013,3,7,4,-2.911860227584839,11.903057098388672
2013,3,7,5,-2.848142147064209,11.91623306274414
2013,3,7,6,-2.883963108062744,11.958879470825195
2013,3,7,7,-2.847444772720337,11.955840110778809
2013,3,7,8,-2.8608057498931885,11.968017578125
2013,3,7,9,-2.849301338195801,12.009013175964355
2013,3,7,10,-2.7796292304992676,12.011323928833008
2013,3,7,11,-2.712396144866944,12.045044898986816
2013,3,7,12,-2.5475218296051025,12.044558525085447
2013,3,7,13,-2.539566993713379,12.039791107177734
2013,3,7,14,-2.512700080871582,12.093503952026367
2013,3,7,15,-2.437079429626465,12.110210418701172
2013,3,7,16,-2.483540296554565,12.069798469543455
2013,3,7,17,-2.442931652069092,12.101346969604492
2013,3,7,18,-2.3720149993896484,12.154066085815428
2013,3,7,19,-2.279438734054565,12.226149559020996
2013,3,7,20,-2.1915979385375977,12.28782081604004
2013,3,7,21,-2.0178468227386475,12.436132431030272
2013,3,7,22,-1.9924869537353516,12.476456642150877
2013,3,7,23,-1.95482873916626,12.46983814239502
2013,3,8,0,-1.8821073770523071,12.517401695251465
2013,3,8,1,-1.8703433275222776,12.501208305358887
2013,3,8,2,-1.8401592969894407,12.507242202758787
2013,3,8,3,7.263905525207519,9.262856483459473
2013,3,8,4,7.332255840301514,9.259452819824217
2013,3,8,5,7.2514867782592765,9.1065616607666
2013,3,8,6,7.235568046569824,9.122075080871582
2013,3,8,7,7.178791522979736,9.070681571960447
2013,3,8,8,7.102377891540527,9.031557083129881
2013,3,8,9,7.027399063110352,8.952763557434082
2013,3,8,10,6.9386658668518075,8.873223304748535
2013,3,8,11,6.766340255737305,8.788768768310547
2013,3,8,12,6.533079147338867,8.638686180114746
2013,3,8,13,6.260964393615723,8.483464241027832
2013,3,8,14,5.983567237854004,8.371321678161621
2013,3,8,15,5.791275501251221,8.316238403320312
2013,3,8,16,5.778317451477051,8.29239559173584
2013,3,8,17,5.554664134979248,8.200693130493164
2013,3,8,18,5.451548099517822,8.071334838867188
2013,3,8,19,5.35910701751709,7.961680889129639
2013,3,8,20,5.170879364013672,7.7984209060668945
2013,3,8,21,5.025063514709473,7.6407647132873535
2013,3,8,22,4.937807559967041,7.499330043792723
2013,3,8,23,4.859839916229248,7.392792224884033
2013,3,9,0,4.7130088806152335,7.316154479980467
2013,3,9,1,4.541810512542725,7.170252799987793
2013,3,9,2,4.429812431335449,7.124382495880127
2013,3,9,3,4.324795246124268,7.027283191680908
2013,3,9,4,4.166193962097168,6.963683128356934
2013,3,9,5,4.135364055633545,6.886534690856934
2013,3,9,6,4.091426372528076,6.868730545043944
2013,3,9,7,4.04935598373413,6.841243267059326
2013,3,9,8,3.937110185623169,6.748525142669678
2013,3,9,9,3.852962493896484,6.723423957824707
2013,3,9,10,0.50334632396698,4.838028430938721
2013,3,9,11,0.5092893242836,4.880350589752196
2013,3,9,12,0.45907270908355713,4.940284252166748
2013,3,9,13,0.418657124042511,5.083406448364258
2013,3,9,14,0.3610154390335083,5.173979759216309
2013,3,9,15,0.2554548382759094,5.253780841827393
2013,3,9,16,0.1806703358888626,5.326443195343018
2013,3,9,17,0.09930662810802461,5.3170037269592285
2013,3,9,18,-0.13264763355255127,5.469638347625732
2013,3,9,19,-0.2736574113368988,5.547150611877441
2013,3,9,20,-4.294644355773926,10.026378631591797
2013,3,9,21,-4.339745998382568,10.093194961547852
2013,3,9,22,-4.360550880432129,10.131977081298828
2013,3,9,23,-4.370114803314209,10.164467811584473
2013,3,10,0,-4.3792643547058105,10.1865873336792
2013,3,10,1,-4.389679908752441,10.21528911590576
2013,3,10,2,-4.396887302398682,10.263585090637209
2013,3,10,3,-4.403752803802489,10.314162254333496
2013,3,10,4,-4.408588886260985,10.349419593811035
2013,3,10,5,-4.404282569885254,10.39599609375
2013,3,10,6,-4.408065319061279,10.449629783630373
2013,3,10,7,-4.403088569641112,10.506166458129883
2013,3,10,8,-4.406175136566161,10.596606254577637
2013,3,10,9,-4.412746906280518,10.630974769592283
2013,3,10,10,-4.40731143951416,10.695496559143066
2013,3,10,11,-4.407812118530273,10.75527572631836
2013,3,10,12,-4.377100944519042,10.845513343811035
