year,month,day,UMAP1,UMAP2,AQI
2013,3,1,0.6342486267288526,4.054508859912555,1.0
2013,3,2,-1.1045919250852119,0.41649154759943485,2.0
2013,3,3,1.5064293444156647,2.645269020150105,3.0
2013,3,4,-0.5055611464194953,0.18805979192256936,2.0
2013,3,5,-2.3208680103222528,-1.9888394971688588,4.0
2013,3,6,-2.368566115697225,-1.9964951624472935,5.0
2013,3,7,-1.9145100464423497,-2.0754888455073037,6.0
2013,3,8,7.6807816326618195,-0.5730100397098189,5.0
2013,3,9,3.3531306261817613,3.8940728108088174,3.0
2013,3,10,-0.2741572142889102,0.4372063130140304,2.0
2013,3,11,0.3810858171394405,-0.8900539117554823,4.0
2013,3,12,2.139405424396197,1.7283705883892253,4.0
2013,3,13,-0.34257047813540936,2.3457935558011136,1.0
2013,3,14,-0.6935823261737823,-0.9714929073428115,3.0
2013,3,15,-1.3943752199411392,-2.23715341091156,5.0
2013,3,16,-1.0880832349260647,-1.9863738218943279,5.0
2013,3,17,0.3009369377978146,-0.10610938227425022,6.0
2013,3,18,1.9680080438653629,3.231416806578636,2.0
2013,3,19,1.6329907079537709,0.6410766835324466,2.0
2013,3,20,4.7175795038541155,-0.38034765142947435,2.0
2013,3,21,6.43572719891866,-0.7580831821226942,4.0
2013,3,22,7.016225879391034,0.3844305720801155,3.0
2013,3,23,1.1488462338844936,2.405081480741501,2.0
2013,3,24,-0.0007751211524009612,1.3728206874802709,1.0
2013,3,25,5.854920965929826,-1.262013176921755,3.0
2013,3,26,6.3772492706775665,-1.3210854132970173,5.0
2013,3,27,3.4922129611174264,3.1512037217617035,3.0
2013,3,28,2.3184267736505717,1.5648445105180144,2.0
2013,3,29,-0.3361148204809676,0.12368416871565081,3.0
2013,3,30,2.2715808637440205,-0.7692266827313384,3.0
2013,3,31,3.5373144149780273,-0.15874607022851708,5.0
2013,4,1,4.7755166093508405,1.9794907433291276,3.0
2013,4,2,7.949544231096904,-1.5010738621155422,3.0
2013,4,3,5.769079627973649,-1.099504694653054,4.0
2013,4,4,1.5314923152327538,0.16187018319033086,3.0
2013,4,5,3.239906241496404,3.3757977932691574,2.0
2013,4,6,7.014033913612366,1.882504216240098,1.0
2013,4,7,6.2779901425043745,2.129639601955811,3.0
2013,4,8,5.726319372653961,4.0853539407253265,2.0
2013,4,9,3.314966152111689,4.193137049674988,1.0
2013,4,10,4.635182052850723,3.1992820501327515,1.0
2013,4,11,6.849167823791504,2.1691586524248123,2.0
2013,4,12,7.776556213696797,1.1738403017322223,3.0
2013,4,13,7.285594900449117,3.581145534912745,2.0
2013,4,14,7.652669568856557,1.2841746646445245,2.0
2013,4,15,8.235223631064096,-0.10155443443606298,3.0
2013,4,16,6.814170142014821,2.936650405327479,3.0
2013,4,17,4.218227565288544,3.631138344605764,2.0
2013,4,18,4.183137059211731,2.7560090652356544,1.0
2013,4,19,5.209473272164662,0.07954855685723787,2.0
2013,4,20,6.8756625056266785,-0.6035532984339321,2.0
2013,4,21,6.772969623406728,-1.3274023135503132,4.0
2013,4,22,6.6474683086077375,-1.4876798192660015,5.0
2013,4,23,5.486956755320231,-0.7590202880091965,5.0
2013,4,24,5.959263781706492,3.2608499278624854,3.0
2013,4,25,7.1930022438367205,2.1291233288745084,1.0
2013,4,26,8.715392808119455,-0.8640382724503676,2.0
2013,4,27,8.908901969591776,-1.493451754252116,2.0
2013,4,28,8.302606383959452,1.186165486772855,2.0
2013,4,29,7.470335165659587,4.181665480136871,2.0
2013,4,30,7.504877368609111,3.826189468304316,2.0
2013,5,1,8.326835632324219,0.4128065307935079,2.0
2013,5,2,9.085925022761026,-1.1610392356912296,3.0
2013,5,3,9.853912472724915,-1.2843763728936513,3.0
2013,5,4,9.78493336836497,-1.3921656583746274,3.0
2013,5,5,8.992297569910685,-2.651258498430252,5.0
2013,5,6,11.372226794560751,-1.5360798388719559,5.0
2013,5,7,8.741524895032247,-2.0053279101848602,5.0
2013,5,8,8.889687021573385,-1.0443872859080632,4.0
2013,5,9,8.758346875508627,1.1773599938799937,2.0
2013,5,10,9.606168389320374,3.738098363081614,2.0
2013,5,11,9.642083406448364,3.9002230366071067,2.0
2013,5,12,9.094558437665304,1.3492771610617638,2.0
2013,5,13,8.366127173105875,0.7356676766648889,3.0
2013,5,14,8.781370560328165,0.988639552767078,2.0
2013,5,15,9.55207864443461,-1.2381622741619747,3.0
2013,5,16,11.048535903294882,-0.9243931372960409,4.0
2013,5,17,10.714717745780945,-0.99814706047376,3.0
2013,5,18,9.534473041693369,0.6024696628252665,4.0
2013,5,19,7.847408552964528,3.6530829270680747,3.0
2013,5,20,10.575660188992819,0.7855143646399182,2.0
2013,5,21,11.332068165143331,-2.185682386159897,3.0
2013,5,22,10.141478617986044,0.18907770530010262,2.0
2013,5,23,11.20441464583079,-0.6169881088038286,3.0
2013,5,24,10.569965998331705,0.7471817117960503,3.0
2013,5,25,13.034882346789042,1.4525135233998299,2.0
2013,5,26,9.83120890458425,1.2249793360630672,3.0
2013,5,27,9.652709245681763,1.2188200900952022,2.0
2013,5,28,9.569127202033997,2.752069662014643,2.0
2013,5,29,10.114297151565552,2.64125087360541,2.0
2013,5,30,12.050116499265036,-1.1172484575460355,2.0
2013,5,31,12.368470072746277,-0.44503383462627727,3.0
2013,6,1,13.127857247988382,0.9015378429515598,2.0
2013,6,2,14.832074880599976,-0.4683103611071904,5.0
2013,6,3,11.710935036341349,-0.3891016764100641,4.0
2013,6,4,16.351325670878094,2.4565576215585074,4.0
2013,6,5,16.94321091969808,-1.5647249122460682,4.0
2013,6,6,16.743592500686646,0.6986375426252683,4.0
2013,6,7,16.459710041681927,0.8107219338417053,4.0
